party,Locality_name,Locality_symbol,Can_vote,voters,Proper_votes,number_of_votes,hebrew_party_name,english_party_name,year
ד,אפק,313,NA,272,269,0,"בל""ד",balad,2006
ד,ראשון לציון,8300,NA,108053,106496,24,"בל""ד",balad,2006
ד,רמת אפעל,1049,NA,1861,1846,0,"בל""ד",balad,2006
ד,בני ברק,6100,NA,61014,60502,5,"בל""ד",balad,2006
ד,קדמת צבי,4025,NA,153,153,0,"בל""ד",balad,2006
ד,קריית שמונה,2800,NA,9028,8860,2,"בל""ד",balad,2006
ד,בית השיטה,242,NA,605,603,0,"בל""ד",balad,2006
ד,בית שערים,248,NA,346,345,0,"בל""ד",balad,2006
ד,צנדלה,636,NA,355,344,65,"בל""ד",balad,2006
ד,אשחר,1188,NA,206,205,0,"בל""ד",balad,2006
ד,בית ג'ן,480,NA,4460,4412,896,"בל""ד",balad,2006
ד,רמת צבי,339,NA,230,228,0,"בל""ד",balad,2006
ד,הוד השרון,9700,NA,21729,21494,5,"בל""ד",balad,2006
ד,אפרת,3650,NA,3467,3456,0,"בל""ד",balad,2006
ד,רבבה,3795,NA,278,278,0,"בל""ד",balad,2006
ד,רמת גן,8600,NA,70992,70088,11,"בל""ד",balad,2006
ד,בני דרום,592,NA,221,218,0,"בל""ד",balad,2006
ד,קדר,3781,NA,238,237,0,"בל""ד",balad,2006
ד,קרני שומרון,3640,NA,3032,2992,0,"בל""ד",balad,2006
ד,בית זית,710,NA,701,701,0,"בל""ד",balad,2006
ד,בית שקמה,747,NA,227,225,0,"בל""ד",balad,2006
ד,צפרייה,594,NA,262,259,0,"בל""ד",balad,2006
ד,אשכולות,3722,NA,80,80,0,"בל""ד",balad,2006
ד,בית גוברין,619,NA,183,182,0,"בל""ד",balad,2006
ד,רמת רזיאל,460,NA,219,216,0,"בל""ד",balad,2006
ד,הודייה,726,NA,260,257,0,"בל""ד",balad,2006
ד,ארבל,701,NA,186,184,0,"בל""ד",balad,2006
ד,רבדים,564,NA,244,243,0,"בל""ד",balad,2006
ד,רמת דוד,135,NA,239,238,0,"בל""ד",balad,2006
ד,בני דרור,386,NA,700,689,2,"בל""ד",balad,2006
ד,קדרון,615,NA,658,653,0,"בל""ד",balad,2006
ד,קשת,4006,NA,260,260,0,"בל""ד",balad,2006
ד,בית זרע,143,NA,401,393,0,"בל""ד",balad,2006
ד,ביתן אהרן,252,NA,465,454,0,"בל""ד",balad,2006
ד,צפרירים,1079,NA,139,139,0,"בל""ד",balad,2006
ד,אשל הנשיא,2021,NA,68,66,0,"בל""ד",balad,2006
ד,בית גמליאל,571,NA,487,484,0,"בל""ד",balad,2006
ד,רמת רחל,127,NA,225,223,0,"בל""ד",balad,2006
ד,הוואשלה (שבט),1169,NA,382,376,14,"בל""ד",balad,2006
ד,ארגמן,3598,NA,80,80,0,"בל""ד",balad,2006
ד,רביבים,354,NA,415,412,0,"בל""ד",balad,2006
ד,רמת הכובש,184,NA,418,415,0,"בל""ד",balad,2006
ד,בני יהודה,4015,NA,459,456,0,"בל""ד",balad,2006
ד,קודייראת א-צאנע (שבט),964,NA,425,417,10,"בל""ד",balad,2006
ד,ראמה,543,NA,2923,2834,837,"בל""ד",balad,2006
ד,בית חורון,3575,NA,383,381,0,"בל""ד",balad,2006
ד,ביתר עילית,3780,NA,7837,7779,0,"בל""ד",balad,2006
ד,צפת,8000,NA,10749,10557,5,"בל""ד",balad,2006
ד,אשלים,1152,NA,105,104,0,"בל""ד",balad,2006
ד,בית דגן,466,NA,2569,2536,0,"בל""ד",balad,2006
ד,רנן,789,NA,131,129,0,"בל""ד",balad,2006
ד,הוזייל (שבט),956,NA,106,105,9,"בל""ד",balad,2006
ד,קצר א-סר,1347,NA,147,144,3,"בל""ד",balad,2006
ד,רגבה,390,NA,413,408,0,"בל""ד",balad,2006
ד,רמת השופט,335,NA,327,325,0,"בל""ד",balad,2006
ד,בני עטרות,448,NA,336,335,0,"בל""ד",balad,2006
ד,קוואעין (שבט),972,NA,137,135,2,"בל""ד",balad,2006
ד,שער הגולן,264,NA,367,366,0,"בל""ד",balad,2006
ד,תל קציר,719,NA,141,141,1,"בל""ד",balad,2006
ד,שגב,917,NA,444,443,0,"בל""ד",balad,2006
ד,הר אדר,3769,NA,1226,1223,0,"בל""ד",balad,2006
ד,קריית מוצקין,8200,NA,20772,20451,10,"בל""ד",balad,2006
ד,רחובות,8400,NA,52628,51789,20,"בל""ד",balad,2006
ד,רעים,713,NA,220,220,0,"בל""ד",balad,2006
ד,הושעיה,1186,NA,599,597,0,"בל""ד",balad,2006
ד,קצרין,4100,NA,2851,2782,6,"בל""ד",balad,2006
ד,רגבים,444,NA,176,175,0,"בל""ד",balad,2006
ד,תלמים,814,NA,290,282,0,"בל""ד",balad,2006
ד,"בני עי""ש",1066,NA,3411,3335,1,"בל""ד",balad,2006
ד,קוממיות,766,NA,135,132,0,"בל""ד",balad,2006
ד,שער העמקים,237,NA,393,390,0,"בל""ד",balad,2006
ד,תל שבע,1054,NA,2269,2188,155,"בל""ד",balad,2006
ד,שגב-שלום,1286,NA,1139,1112,65,"בל""ד",balad,2006
ד,ברקאי,617,NA,249,249,1,"בל""ד",balad,2006
ד,שמרת,432,NA,252,250,0,"בל""ד",balad,2006
ד,ריחאנייה,540,NA,469,460,4,"בל""ד",balad,2006
ד,רעננה,8700,NA,38216,37845,3,"בל""ד",balad,2006
ד,הזורע,250,NA,581,571,0,"בל""ד",balad,2006
ד,קריית אונו,2620,NA,14643,14486,6,"בל""ד",balad,2006
ד,רהט,1161,NA,9865,9580,1205,"בל""ד",balad,2006
ד,תמרת,1244,NA,866,861,0,"בל""ד",balad,2006
ד,בני ציון,418,NA,470,466,0,"בל""ד",balad,2006
ד,קורנית,1179,NA,317,317,0,"בל""ד",balad,2006
ד,שער מנשה,921,NA,4,3,0,"בל""ד",balad,2006
ד,תל תאומים,1283,NA,105,105,0,"בל""ד",balad,2006
ד,מג'ד אל-כרום,516,NA,11069,10895,1749,"בל""ד",balad,2006
ד,ברקן,3654,NA,608,600,0,"בל""ד",balad,2006
ד,שמשית,1337,NA,899,898,0,"בל""ד",balad,2006
ד,ריחן,3568,NA,60,59,0,"בל""ד",balad,2006
ד,רקפת,1228,NA,361,360,0,"בל""ד",balad,2006
ד,הזורעים,307,NA,269,268,0,"בל""ד",balad,2006
ד,קריית ארבע,3611,NA,2649,2611,3,"בל""ד",balad,2006
ד,רווחה,2051,NA,207,205,0,"בל""ד",balad,2006
ד,תנובות,2002,NA,330,326,0,"בל""ד",balad,2006
ד,בני ראם,588,NA,458,457,0,"בל""ד",balad,2006
ד,קטורה,1052,NA,186,184,1,"בל""ד",balad,2006
ד,שערי תקווה,3720,NA,1823,1808,0,"בל""ד",balad,2006
ד,תלם,3719,NA,58,58,0,"בל""ד",balad,2006
ד,שדה אילן,721,NA,225,223,0,"בל""ד",balad,2006
ד,ברקת,2038,NA,519,516,0,"בל""ד",balad,2006
ד,שני,1287,NA,171,169,0,"בל""ד",balad,2006
ד,ריינה,542,NA,3933,3824,897,"בל""ד",balad,2006
ד,רשפון,247,NA,542,532,0,"בל""ד",balad,2006
ד,החותרים,434,NA,336,334,0,"בל""ד",balad,2006
ד,קריית אתא,6800,NA,23434,22983,12,"בל""ד",balad,2006
ד,רוויה,2016,NA,109,109,0,"בל""ד",balad,2006
ד,תעוז,752,NA,237,229,0,"בל""ד",balad,2006
ד,בניה,685,NA,421,417,0,"בל""ד",balad,2006
ד,קיסריה,1167,NA,1926,1914,0,"בל""ד",balad,2006
ד,שפיים,232,NA,587,584,0,"בל""ד",balad,2006
ד,תלמי אליהו,1051,NA,117,116,0,"בל""ד",balad,2006
ד,שדה אליהו,304,NA,373,371,0,"בל""ד",balad,2006
ד,בת הדר,1323,NA,139,137,0,"בל""ד",balad,2006
ד,שניר,1132,NA,218,217,0,"בל""ד",balad,2006
ד,רימונים,3565,NA,265,261,0,"בל""ד",balad,2006
ד,רשפים,437,NA,268,267,0,"בל""ד",balad,2006
ד,היוגב,684,NA,357,352,0,"בל""ד",balad,2006
ד,קריית ביאליק,9500,NA,19537,19222,5,"בל""ד",balad,2006
ד,רוחמה,362,NA,284,282,0,"בל""ד",balad,2006
ד,תפרח,709,NA,666,663,0,"בל""ד",balad,2006
ד,בנימינה-גבעת עדה,9800,NA,4955,4921,2,"בל""ד",balad,2006
ד,קלחים,414,NA,134,132,0,"בל""ד",balad,2006
ד,שפיר,692,NA,239,236,0,"בל""ד",balad,2006
ד,תלמי אלעזר,2003,NA,303,302,0,"בל""ד",balad,2006
ד,שדה אליעזר,861,NA,287,286,0,"בל""ד",balad,2006
ד,בת חפר,1319,NA,2108,2095,0,"בל""ד",balad,2006
ד,שעב,538,NA,2353,2319,409,"בל""ד",balad,2006
ד,רינתיה,616,NA,386,383,0,"בל""ד",balad,2006
ד,שאר ישוב,324,NA,189,188,0,"בל""ד",balad,2006
ד,הילה,1208,NA,249,247,0,"בל""ד",balad,2006
ד,קריית גת,2630,NA,19866,19391,6,"בל""ד",balad,2006
ד,רומאנה,539,NA,361,361,114,"בל""ד",balad,2006
ד,תקומה,665,NA,285,282,0,"בל""ד",balad,2006
ד,"בסמ""ה",1326,NA,1834,1743,290,"בל""ד",balad,2006
ד,קליה,3601,NA,138,136,0,"בל""ד",balad,2006
ד,שפר,846,NA,111,111,0,"בל""ד",balad,2006
ד,"תלמי ביל""ו",2050,NA,155,153,0,"בל""ד",balad,2006
ד,שדה בוקר,885,NA,290,290,0,"בל""ד",balad,2006
ד,בת ים,6200,NA,61858,60680,26,"בל""ד",balad,2006
ד,שעל,4009,NA,149,149,0,"בל""ד",balad,2006
ד,רכסים,922,NA,3299,3267,0,"בל""ד",balad,2006
ד,שבי ציון,282,NA,433,429,0,"בל""ד",balad,2006
ד,המעפיל,377,NA,303,303,0,"בל""ד",balad,2006
ד,קריית טבעון,2300,NA,7873,7797,3,"בל""ד",balad,2006
ד,רומת הייב,997,NA,244,243,18,"בל""ד",balad,2006
ד,תקוע,3563,NA,625,622,0,"בל""ד",balad,2006
ד,בסמת טבעון,944,NA,1517,1464,148,"בל""ד",balad,2006
ד,קלנסווה,638,NA,5553,5453,1285,"בל""ד",balad,2006
ד,שפרעם,8800,NA,11626,11417,2939,"בל""ד",balad,2006
ד,תלמי יוסף,1237,NA,106,105,0,"בל""ד",balad,2006
ד,שדה דוד,36,NA,185,181,0,"בל""ד",balad,2006
ד,בת עין,3794,NA,243,241,0,"בל""ד",balad,2006
ד,שעלבים,856,NA,347,346,0,"בל""ד",balad,2006
ד,רם-און,1069,NA,350,350,0,"בל""ד",balad,2006
ד,שבי שומרון,3571,NA,337,333,0,"בל""ד",balad,2006
ד,הסוללים,677,NA,385,381,0,"בל""ד",balad,2006
ד,קריית ים,9600,NA,18078,17640,13,"בל""ד",balad,2006
ד,רועי,3619,NA,137,136,0,"בל""ד",balad,2006
ד,תראבין א-צאנע (שבט),970,NA,74,70,0,"בל""ד",balad,2006
ד,בצרה,389,NA,429,426,0,"בל""ד",balad,2006
ד,חריש,1247,NA,1404,1382,6,"בל""ד",balad,2006
ד,שקד,3649,NA,249,249,0,"בל""ד",balad,2006
ד,תלמי יחיאל,727,NA,279,277,0,"בל""ד",balad,2006
ד,שדה ורבורג,284,NA,538,535,0,"בל""ד",balad,2006
ד,בת שלמה,33,NA,198,196,0,"בל""ד",balad,2006
ד,שער אפרים,661,NA,516,511,0,"בל""ד",balad,2006
ד,רמות,4702,NA,286,284,0,"בל""ד",balad,2006
ד,שבלי - אום אל-גנם,913,NA,1199,1170,214,"בל""ד",balad,2006
ד,העוגן,423,NA,373,371,0,"בל""ד",balad,2006
ד,קריית יערים,1137,NA,1062,1061,0,"בל""ד",balad,2006
ד,רחוב,854,NA,134,134,0,"בל""ד",balad,2006
ד,תרום,778,NA,238,236,0,"בל""ד",balad,2006
ד,בצת,589,NA,166,163,0,"בל""ד",balad,2006
ד,גבולות,352,NA,135,135,0,"בל""ד",balad,2006
ד,שקף,1233,NA,184,183,0,"בל""ד",balad,2006
ד,תלמי יפה,744,NA,82,81,0,"בל""ד",balad,2006
ד,שדה יואב,293,NA,137,137,0,"בל""ד",balad,2006
ד,ג'דיידה-מכר,1292,NA,4963,4850,1454,"בל""ד",balad,2006
ד,"גבעת ניל""י",360,NA,199,198,1,"בל""ד",balad,2006
ד,שורשים,1235,NA,139,139,0,"בל""ד",balad,2006
ד,שומרה,614,NA,163,161,0,"בל""ד",balad,2006
ד,ברק,141,NA,162,162,0,"בל""ד",balad,2006
ד,גבעת השלושה,870,NA,281,280,0,"בל""ד",balad,2006
ד,תומר,3558,NA,150,150,0,"בל""ד",balad,2006
ד,בר יוחאי,1191,NA,181,179,0,"בל""ד",balad,2006
ד,בקוע,864,NA,268,261,0,"בל""ד",balad,2006
ד,גבים,424,NA,213,211,0,"בל""ד",balad,2006
ד,שרונה,292,NA,274,274,0,"בל""ד",balad,2006
ד,שדה נחום,259,NA,159,159,0,"בל""ד",balad,2006
ד,שדה יעקב,142,NA,285,284,0,"בל""ד",balad,2006
ד,ג'ולס,485,NA,2116,2062,222,"בל""ד",balad,2006
ד,גבעת עוז,703,NA,242,239,0,"בל""ד",balad,2006
ד,שושנת העמקים,224,NA,227,224,0,"בל""ד",balad,2006
ד,שוקדה,415,NA,93,92,0,"בל""ד",balad,2006
ד,שובל,394,NA,381,377,0,"בל""ד",balad,2006
ד,גבעת זאב,3730,NA,4948,4898,0,"בל""ד",balad,2006
ד,תושייה,1083,NA,123,122,0,"בל""ד",balad,2006
ד,ברור חיל,428,NA,272,271,0,"בל""ד",balad,2006
ד,בקעות,3612,NA,87,86,0,"בל""ד",balad,2006
ד,גבע,86,NA,362,362,0,"בל""ד",balad,2006
ד,שריגים (לי-און),1114,NA,402,401,0,"בל""ד",balad,2006
ד,שדה נחמיה,329,NA,230,230,1,"בל""ד",balad,2006
ד,שדה יצחק,2008,NA,189,187,0,"בל""ד",balad,2006
ד,ג'לג'וליה,627,NA,3219,3170,248,"בל""ד",balad,2006
ד,גבעת שמואל,681,NA,9549,9479,1,"בל""ד",balad,2006
ד,שזור,527,NA,159,158,0,"בל""ד",balad,2006
ד,שורש,456,NA,295,292,0,"בל""ד",balad,2006
ד,שוהם,1304,NA,7771,7724,0,"בל""ד",balad,2006
ד,"גבעת ח""ן",207,NA,233,233,0,"בל""ד",balad,2006
ד,תימורים,163,NA,334,333,0,"בל""ד",balad,2006
ד,ברוש,2060,NA,125,125,0,"בל""ד",balad,2006
ד,בר גיורא,823,NA,204,202,0,"בל""ד",balad,2006
ד,גבע בנימין,3763,NA,950,942,0,"בל""ד",balad,2006
ד,שריד,126,NA,429,424,0,"בל""ד",balad,2006
ד,שדה ניצן,1058,NA,159,159,0,"בל""ד",balad,2006
ד,שדה משה,18,NA,199,199,1,"בל""ד",balad,2006
ד,ג'נאביב (שבט),976,NA,45,44,0,"בל""ד",balad,2006
ד,גבעת שפירא,1077,NA,106,106,0,"בל""ד",balad,2006
ד,שחר,7,NA,238,238,0,"בל""ד",balad,2006
ד,ברכה,3710,NA,469,466,0,"בל""ד",balad,2006
ד,גבעת יערים,787,NA,478,477,1,"בל""ד",balad,2006
ד,גבעת חיים (איחוד),2018,NA,551,549,0,"בל""ד",balad,2006
ד,תירוש,10,NA,180,176,0,"בל""ד",balad,2006
ד,שדה עוזיהו,739,NA,394,393,0,"בל""ד",balad,2006
ד,גבעת אבני,1293,NA,834,828,0,"בל""ד",balad,2006
ד,גבע כרמל,683,NA,406,401,1,"בל""ד",balad,2006
ד,שרשרת,398,NA,133,132,0,"בל""ד",balad,2006
ד,שיבולים,865,NA,165,161,0,"בל""ד",balad,2006
ד,גאולים,379,NA,370,361,0,"בל""ד",balad,2006
ד,ג'סר א-זרקא,541,NA,1737,1669,456,"בל""ד",balad,2006
ד,גבעתי,793,NA,298,296,0,"בל""ד",balad,2006
ד,תל אביב -יפו,5000,NA,214688,211867,755,"בל""ד",balad,2006
ד,ברכיה,746,NA,424,420,0,"בל""ד",balad,2006
ד,גבעת ישעיהו,919,NA,174,173,0,"בל""ד",balad,2006
ד,גבעת חיים (מאוחד),173,NA,610,605,0,"בל""ד",balad,2006
ד,שתולה,1045,NA,118,117,0,"בל""ד",balad,2006
ד,שדה צבי,2049,NA,114,111,0,"בל""ד",balad,2006
ד,גבעת אלה,1288,NA,896,893,0,"בל""ד",balad,2006
ד,גבעולים,2014,NA,140,139,0,"בל""ד",balad,2006
ד,גבעתיים,6300,NA,28945,28576,8,"בל""ד",balad,2006
ד,שייח' דנון,658,NA,729,704,68,"בל""ד",balad,2006
ד,גאליה,853,NA,515,512,0,"בל""ד",balad,2006
ד,ג'ש (גוש חלב),487,NA,973,951,246,"בל""ד",balad,2006
ד,גבעת יואב,4021,NA,241,240,0,"בל""ד",balad,2006
ד,תל יוסף,84,NA,231,231,0,"בל""ד",balad,2006
ד,ברעם,667,NA,292,290,0,"בל""ד",balad,2006
ד,"גבעת כ""ח",802,NA,223,219,0,"בל""ד",balad,2006
ד,גבעון החדשה,3644,NA,572,556,0,"בל""ד",balad,2006
ד,שתולים,763,NA,620,611,0,"בל""ד",balad,2006
ד,שדות ים,327,NA,414,408,0,"בל""ד",balad,2006
ד,גבעת ברנר,147,NA,829,820,0,"בל""ד",balad,2006
ד,גאולי תימן,872,NA,205,205,0,"בל""ד",balad,2006
ד,גברעם,342,NA,171,169,0,"בל""ד",balad,2006
ד,שילה,3641,NA,815,812,0,"בל""ד",balad,2006
ד,שמיר,366,NA,361,359,0,"בל""ד",balad,2006
ד,שמעה,3784,NA,127,126,1,"בל""ד",balad,2006
ד,שדמות מחולה,3578,NA,209,209,0,"בל""ד",balad,2006
ד,תל יצחק,287,NA,318,317,0,"בל""ד",balad,2006
ד,שובה,761,NA,172,169,0,"בל""ד",balad,2006
ד,שדי אברהם,1223,NA,93,93,0,"בל""ד",balad,2006
ד,גדעונה,442,NA,79,78,0,"בל""ד",balad,2006
ד,תאשור,2062,NA,154,153,1,"בל""ד",balad,2006
ד,שדות מיכה,27,NA,141,139,0,"בל""ד",balad,2006
ד,שכניה,1160,NA,260,259,0,"בל""ד",balad,2006
ד,שדי חמד,2015,NA,351,345,0,"בל""ד",balad,2006
ד,גבת,133,NA,457,450,0,"בל""ד",balad,2006
ד,שילת,1165,NA,203,203,0,"בל""ד",balad,2006
ד,תל עדשים,103,NA,347,345,0,"בל""ד",balad,2006
ד,שלווה,873,NA,180,180,0,"בל""ד",balad,2006
ד,שדרות,1031,NA,8738,8512,6,"בל""ד",balad,2006
ד,תל מונד,154,NA,4004,3965,0,"בל""ד",balad,2006
ד,תובל,1172,NA,182,179,1,"בל""ד",balad,2006
ד,שדי תרומות,2057,NA,151,148,0,"בל""ד",balad,2006
ד,תדהר,2061,NA,126,125,0,"בל""ד",balad,2006
ד,גדיש,145,NA,162,158,0,"בל""ד",balad,2006
ד,שלוחות,439,NA,268,263,0,"בל""ד",balad,2006
ד,גדות,35,NA,217,217,0,"בל""ד",balad,2006
ד,שדמות דבורה,306,NA,251,250,0,"בל""ד",balad,2006
ד,שואבה,741,NA,253,253,0,"בל""ד",balad,2006
ד,שדמה,555,NA,212,212,0,"בל""ד",balad,2006
ד,שלומי,812,NA,2610,2575,1,"בל""ד",balad,2006
ו,אבו גוש,472,NA,1693,1591,89,"חד""ש",hadash,2006
ו,נחושה,59,NA,116,116,0,"חד""ש",hadash,2006
ו,נחלים,449,NA,634,631,0,"חד""ש",hadash,2006
ו,אבו סנאן,473,NA,4751,4645,1426,"חד""ש",hadash,2006
ו,אבו ג'ווייעד (שבט),967,NA,103,100,0,"חד""ש",hadash,2006
ו,אדירים,113,NA,153,151,0,"חד""ש",hadash,2006
ו,נחל עוז,844,NA,172,172,1,"חד""ש",hadash,2006
ו,נחליאל,3767,NA,95,95,0,"חד""ש",hadash,2006
ו,אבירים,1220,NA,86,86,1,"חד""ש",hadash,2006
ו,אביחיל,175,NA,606,601,2,"חד""ש",hadash,2006
ו,אדורה,3759,NA,74,73,1,"חד""ש",hadash,2006
ו,אבו רוקייק (שבט),961,NA,801,782,27,"חד""ש",hadash,2006
ו,נחם,809,NA,233,227,0,"חד""ש",hadash,2006
ו,אבו קורינאת (שבט),968,NA,554,539,19,"חד""ש",hadash,2006
ו,אבו רובייעה (שבט),966,NA,460,442,12,"חד""ש",hadash,2006
ו,אודם,4010,NA,46,46,0,"חד""ש",hadash,2006
ו,אדמית,1068,NA,76,76,0,"חד""ש",hadash,2006
ו,נחלה,2045,NA,203,203,0,"חד""ש",hadash,2006
ו,אודים,446,NA,411,410,0,"חד""ש",hadash,2006
ו,מבוא חורון,3709,NA,419,419,0,"חד""ש",hadash,2006
ו,אבן יהודה,182,NA,4806,4760,4,"חד""ש",hadash,2006
ו,אביטל,2052,NA,244,240,1,"חד""ש",hadash,2006
ו,מעלה עמוס,3653,NA,103,103,0,"חד""ש",hadash,2006
ו,אבני איתן,4011,NA,184,184,0,"חד""ש",hadash,2006
ו,אבטין,652,NA,640,620,86,"חד""ש",hadash,2006
ו,נחף,522,NA,3218,3176,492,"חד""ש",hadash,2006
ו,מעיליא,518,NA,1489,1467,230,"חד""ש",hadash,2006
ו,אביגדור,819,NA,379,377,0,"חד""ש",hadash,2006
ו,אוהד,1046,NA,140,140,0,"חד""ש",hadash,2006
ו,אדרת,1123,NA,232,228,0,"חד""ש",hadash,2006
ו,אביעזר,1070,NA,215,211,0,"חד""ש",hadash,2006
ו,מעלה שומרון,3637,NA,308,306,0,"חד""ש",hadash,2006
ו,מבוא חמה,4204,NA,178,176,0,"חד""ש",hadash,2006
ו,אבן מנחם,1081,NA,192,190,0,"חד""ש",hadash,2006
ו,נחשולים,433,NA,262,261,0,"חד""ש",hadash,2006
ו,מעלה אדומים,3616,NA,12919,12759,3,"חד""ש",hadash,2006
ו,אבני חפץ,3793,NA,376,374,0,"חד""ש",hadash,2006
ו,אבטליון,1275,NA,113,112,0,"חד""ש",hadash,2006
ו,ניר עם,348,NA,199,198,0,"חד""ש",hadash,2006
ו,"נתיב הל""ה",693,NA,232,230,0,"חד""ש",hadash,2006
ו,מצפה יריחו,3576,NA,601,601,0,"חד""ש",hadash,2006
ו,אום אל-פחם,2710,NA,12584,12296,7044,"חד""ש",hadash,2006
ו,אבן ספיר,783,NA,303,301,1,"חד""ש",hadash,2006
ו,נחשון,777,NA,243,240,1,"חד""ש",hadash,2006
ו,מעלות-תרשיחא,1063,NA,9980,9635,357,"חד""ש",hadash,2006
ו,מבוא מודיעים,1141,NA,101,100,0,"חד""ש",hadash,2006
ו,אביאל,679,NA,250,249,2,"חד""ש",hadash,2006
ו,ניר עציון,769,NA,291,290,3,"חד""ש",hadash,2006
ו,מעלה אפרים,3608,NA,582,572,0,"חד""ש",hadash,2006
ו,אבשלום,1311,NA,80,73,0,"חד""ש",hadash,2006
ו,אום אל-קוטוף,2024,NA,229,226,33,"חד""ש",hadash,2006
ו,אבן שמואל,400,NA,253,252,0,"חד""ש",hadash,2006
ו,נתיב העשרה,1242,NA,362,360,1,"חד""ש",hadash,2006
ו,מצפה נטופה,1190,NA,259,259,0,"חד""ש",hadash,2006
ו,מגדל עוז,3561,NA,167,166,0,"חד""ש",hadash,2006
ו,אביבים,1115,NA,181,165,0,"חד""ש",hadash,2006
ו,נחשונים,705,NA,208,207,0,"חד""ש",hadash,2006
ו,מענית,344,NA,312,307,1,"חד""ש",hadash,2006
ו,מבועים,1080,NA,369,369,1,"חד""ש",hadash,2006
ו,אום בטין,1358,NA,117,114,10,"חד""ש",hadash,2006
ו,ניר עקיבא,2048,NA,134,134,0,"חד""ש",hadash,2006
ו,מעלה גלבוע,1127,NA,157,155,0,"חד""ש",hadash,2006
ו,לפידות,1173,NA,87,87,0,"חד""ש",hadash,2006
ו,לימן,674,NA,278,275,0,"חד""ש",hadash,2006
ו,מדרך עוז,2029,NA,261,261,0,"חד""ש",hadash,2006
ו,נתיב השיירה,792,NA,232,229,0,"חד""ש",hadash,2006
ו,מצפה רמון,99,NA,2072,2016,7,"חד""ש",hadash,2006
ו,מגדלים,3751,NA,51,50,0,"חד""ש",hadash,2006
ו,מגדל,65,NA,581,575,0,"חד""ש",hadash,2006
ו,נטועה,1147,NA,144,141,0,"חד""ש",hadash,2006
ו,מעש,230,NA,449,446,0,"חד""ש",hadash,2006
ו,מבטחים,829,NA,165,164,0,"חד""ש",hadash,2006
ו,אומן,1108,NA,136,133,0,"חד""ש",hadash,2006
ו,ניר צבי,331,NA,573,571,4,"חד""ש",hadash,2006
ו,מעלה גמלא,4008,NA,172,169,0,"חד""ש",hadash,2006
ו,לקיה,1060,NA,2402,2340,122,"חד""ש",hadash,2006
ו,לכיש,24,NA,304,303,0,"חד""ש",hadash,2006
ו,מדרשת בן גוריון,1140,NA,395,394,2,"חד""ש",hadash,2006
ו,נתיבות,246,NA,10181,10014,1,"חד""ש",hadash,2006
ו,מצפה שלם,3610,NA,73,72,0,"חד""ש",hadash,2006
ו,מגידו,586,NA,199,197,4,"חד""ש",hadash,2006
ו,מגדל העמק,874,NA,10499,10267,4,"חד""ש",hadash,2006
ו,נטעים,174,NA,259,258,0,"חד""ש",hadash,2006
ו,מפלסים,668,NA,300,298,0,"חד""ש",hadash,2006
ו,מבקיעים,573,NA,106,102,0,"חד""ש",hadash,2006
ו,אומץ,680,NA,221,219,0,"חד""ש",hadash,2006
ו,נירים,602,NA,242,241,0,"חד""ש",hadash,2006
ו,מעלה החמישה,286,NA,220,218,2,"חד""ש",hadash,2006
ו,מאור,2055,NA,369,366,0,"חד""ש",hadash,2006
ו,לפיד,1310,NA,888,882,0,"חד""ש",hadash,2006
ו,מודיעין-מכבים-רעות,1200,NA,25732,25562,13,"חד""ש",hadash,2006
ו,נתניה,7400,NA,78084,76614,21,"חד""ש",hadash,2006
ו,מצר,648,NA,280,278,0,"חד""ש",hadash,2006
ו,מגל,375,NA,343,342,1,"חד""ש",hadash,2006
ו,ניצן,351,NA,378,376,1,"חד""ש",hadash,2006
ו,נטף,1254,NA,198,198,0,"חד""ש",hadash,2006
